2024-09-12 19:08:12,364 - INFO - data/transactions.csv created with 100 rows.
2024-09-12 19:08:12,364 - INFO - data/transactions.json created with 100 rows.
2024-09-12 19:08:12,364 - INFO - data/transactions.txt created with 100 rows.
2024-09-12 19:08:12,404 - INFO - data/transactions.parquet created with 100 rows.
2024-09-12 19:08:12,404 - INFO - data/sample_page.html created with 100 rows.
2024-09-12 19:09:01,127 - INFO - data/transactions.csv created with 100 rows.
2024-09-12 19:09:01,127 - INFO - data/transactions.json created with 100 rows.
2024-09-12 19:09:01,127 - INFO - data/transactions.txt created with 100 rows.
2024-09-12 19:09:01,151 - INFO - data/transactions.parquet created with 100 rows.
2024-09-12 19:09:01,154 - INFO - data/sample_page.html created with 100 rows.
2024-09-12 19:09:30,028 - INFO - data/transactions.csv created with 1000 rows.
2024-09-12 19:09:30,061 - INFO - data/transactions.json created with 1000 rows.
2024-09-12 19:09:30,061 - INFO - data/transactions.txt created with 1000 rows.
2024-09-12 19:09:30,086 - INFO - data/transactions.parquet created with 1000 rows.
2024-09-12 19:09:30,094 - INFO - data/sample_page.html created with 1000 rows.
2024-09-12 19:09:53,068 - INFO - Extracting data from CSV file: data/transactions.csv
2024-09-12 19:09:58,187 - INFO - Successfully extracted 1000 records from CSV.
2024-09-12 19:09:58,188 - INFO - Extracting data from JSON file: data/transactions.json
2024-09-12 19:09:58,792 - INFO - Successfully extracted 12002 records from JSON.
2024-09-12 19:09:58,792 - INFO - Extracting data from TXT file: data/transactions.txt
2024-09-12 19:09:58,792 - ERROR - Failed to extract TXT data: DataFrameReader.csv() got an unexpected keyword argument 'delimiter'
2024-09-12 19:09:58,808 - INFO - Closing down clientserver connection
2024-09-12 19:11:25,811 - INFO - Extracting data from CSV file: data/transactions.csv
2024-09-12 19:11:30,818 - INFO - Successfully extracted 1000 records from CSV.
2024-09-12 19:11:30,818 - INFO - Extracting data from JSON file: data/transactions.json
2024-09-12 19:11:31,411 - INFO - Successfully extracted 12002 records from JSON.
2024-09-12 19:11:31,411 - INFO - Extracting data from TXT file: data/transactions.txt
2024-09-12 19:11:31,761 - INFO - Successfully extracted 1000 records from TXT file.
2024-09-12 19:11:31,761 - INFO - Extracting data from Parquet file: data/transactions.parquet
2024-09-12 19:11:32,762 - INFO - Successfully extracted 1000 records from Parquet.
2024-09-12 19:11:32,787 - INFO - Closing down clientserver connection
2024-09-12 19:13:51,119 - INFO - Extracting data from CSV file: data/transactions.csv
2024-09-12 19:13:56,353 - INFO - Successfully extracted 1000 records from CSV.
2024-09-12 19:13:56,354 - INFO - Extracting data from JSON file: data/transactions.json
2024-09-12 19:13:56,993 - INFO - Successfully extracted 12002 records from JSON.
2024-09-12 19:13:56,993 - INFO - Extracting data from TXT file: data/transactions.txt
2024-09-12 19:13:57,343 - INFO - Successfully extracted 1000 records from TXT file.
2024-09-12 19:13:57,343 - INFO - Extracting data from Parquet file: data/transactions.parquet
2024-09-12 19:13:57,995 - INFO - Successfully extracted 1000 records from Parquet.
2024-09-12 19:13:57,995 - INFO - Extracting data from HTML file: data/sample_page.html
2024-09-12 19:13:58,354 - ERROR - ValueError while converting row ['1', '424.77', '2023-09-3', 'A', 'failed', '0.24', '322.83', '2023', '9', '1']: time data '2023-09-3' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,363 - ERROR - ValueError while converting row ['2', '380.19', '2023-09-18', 'A', 'failed', '0.23', '292.75', '2023', '9', '2']: time data '2023-09-18' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,363 - ERROR - ValueError while converting row ['3', '425.03', '2023-09-29', 'A', 'pending', '0.26', '314.52', '2023', '9', '3']: time data '2023-09-29' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,363 - ERROR - ValueError while converting row ['4', '339.78', '2023-09-30', 'C', 'failed', '0.18', '278.62', '2023', '9', '4']: time data '2023-09-30' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,363 - ERROR - ValueError while converting row ['5', '373.76', '2023-09-9', 'A', 'pending', '0.24', '284.06', '2023', '9', '5']: time data '2023-09-9' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,363 - ERROR - ValueError while converting row ['6', '220.43', '2023-09-29', 'A', 'pending', '0.18', '180.75', '2023', '9', '6']: time data '2023-09-29' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['7', '277.85', '2023-09-13', 'B', 'failed', '0.18', '227.84', '2023', '9', '7']: time data '2023-09-13' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['8', '244.96', '2023-09-9', 'A', 'completed', '0.18', '200.87', '2023', '9', '8']: time data '2023-09-9' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['9', '350.98', '2023-09-25', 'A', 'pending', '0.26', '259.73', '2023', '9', '9']: time data '2023-09-25' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['10', '449.7', '2023-09-29', 'B', 'completed', '0.11', '400.23', '2023', '9', '10']: time data '2023-09-29' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['11', '454.2', '2023-09-11', 'B', 'completed', '0.26', '336.11', '2023', '9', '11']: time data '2023-09-11' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['12', '232.69', '2023-09-17', 'C', 'completed', '0.24', '176.84', '2023', '9', '12']: time data '2023-09-17' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['13', '324.21', '2023-09-28', 'C', 'failed', '0.21', '256.13', '2023', '9', '13']: time data '2023-09-28' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['14', '134.34', '2023-09-8', 'B', 'failed', '0.28', '96.72', '2023', '9', '14']: time data '2023-09-8' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['15', '329.72', '2023-09-29', 'B', 'pending', '0.16', '276.96', '2023', '9', '15']: time data '2023-09-29' does not match format '%Y-%m-%d %H:%M:%S'
2024-09-12 19:13:58,367 - ERROR - ValueError while converting row ['16', '301.07', '2023-09-10', 'A', 'pending', '0.13', '261.93', '2023', '9', '16']: time data '2023-09-10' does not match format '%Y-%m-%d %H:%M:%S'
